cpu,mark,rank
MediaTek MT6779V/CV,2759,3103
Intel Pentium N6415 @ 1.20GHz,2759,3104
AMD Athlon X4 850,2756,3105
"Qualcomm Technologies, Inc SM6225",2755,3106
Intel Xeon X5482 @ 3.20GHz,2755,3107
Intel Core 860 @ 2.80GHz,2754,3108
AMD A10-5700 APU,2753,3109
AMD Athlon X4 750 Quad Core,2751,3110
Intel Xeon L3426 @ 1.87GHz,2742,3111
Intel Xeon E5530 @ 2.40GHz,2739,3112
Intel Xeon E5-2603 v2 @ 1.80GHz,2735,3113
ARM Cortex-A76 4 Core 3100 MHz,2734,3114
AMD FX-4130 Quad-Core,2726,3115
Intel Core i5-8210Y @ 1.60GHz,2725,3116
Intel Core i3-7100U @ 2.40GHz,2724,3117
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720,3118
AMD A6-9400,2717,3119
MediaTek G80 (MT6769V/CU),2717,3120
"Qualcomm Technologies, Inc SDM710",2716,3121
Intel Celeron G4950 @ 3.30GHz,2714,3122
MediaTek G88 (MT6769H),2714,3123
Intel Core i7-4600U @ 2.10GHz,2709,3124
AMD PRO A12-9800B,2705,3125
Intel Core i5-5300U @ 2.30GHz,2704,3126
Intel Core2 Extreme X9770 @ 3.20GHz,2701,3127
AMD Opteron 3350 HE,2699,3128
Intel Celeron J4115 @ 1.80GHz,2699,3129
ARM Cortex-A76 4 Core 1608 MHz,2698,3130
Intel Core m3-7Y32 @ 1.10GHz,2693,3131
Hisilicon Kirin970,2692,3132
AMD Phenom II X4 B65,2690,3133
"ARM Phytium,D2000/8 8 Core 2300 MHz",2690,3134
Intel Core i5-3340M @ 2.70GHz,2689,3135
Mediatek MT8786,2686,3136
MediaTek MT6779V/CU,2683,3137
Intel Core i5-4402E @ 1.60GHz,2681,3138
MediaTek MT6771V/CT,2681,3139
Intel Core i3-4110M @ 2.60GHz,2678,3140
MediaTek MT6771V/C,2676,3141
ARM D2000/8 8 Core 2300 MHz,2674,3142
Intel Core i5-760 @ 2.80GHz,2673,3143
Intel Xeon E5-2403 v2 @ 1.80GHz,2672,3144
Intel Pentium G4520 @ 3.60GHz,2670,3145
Unisoc T606,2670,3146
AMD RX-427BB,2669,3147
Intel Celeron G5900 @ 3.40GHz,2669,3148
AMD PRO A12-8800B,2667,3149
Intel Core i5-4288U @ 2.60GHz,2664,3150
AMD Phenom II X4 965,2662,3151
HiSilicon Kirin 950,2660,3152
Intel Xeon E5-2407 @ 2.20GHz,2659,3153
Unisoc T700,2656,3154
Intel Core i5-3320M @ 2.60GHz,2656,3155
Spreadtrum T606,2652,3156
Intel Core i5-3610ME @ 2.70GHz,2652,3157
AMD Athlon II X4 559,2652,3158
Intel Core i3-3250T @ 3.00GHz,2650,3159
Spreadtrum T610,2646,3160
"Qualcomm Technologies, Inc BENGALP",2646,3161
AMD Athlon X4 740 Quad Core,2646,3162
AMD Phenom II X4 975,2638,3163
UIS7862A,2638,3164
AMD RX-425BB,2637,3165
Intel Core i7-4510U @ 2.00GHz,2637,3166
Intel Core i3-6100U @ 2.30GHz,2633,3167
QTI SM4250,2631,3168
AMD FX-4100 Quad-Core,2631,3169
AMD A12-9720P,2630,3170
"Qualcomm Technologies, Inc SDM712",2628,3171
AMD Phenom II X4 B60,2627,3172
AMD PRO A12-8830B,2626,3173
Intel Core i7-3687U @ 2.10GHz,2626,3174
ARM Cortex-A76 4 Core 2900 MHz,2624,3175
Samsung Exynos 8890,2624,3176
QTI SDM660,2623,3177
Intel Core i5-680 @ 3.60GHz,2620,3178
ARM Cortex-A76 4 Core 3000 MHz,2619,3179
AMD 3015e,2618,3180
AMD A8-5500B APU,2615,3181
AMD Opteron 6172,2615,3182
Intel Core i5-4258U @ 2.40GHz,2614,3183
MediaTek G80 (MT6769T),2613,3184
Unisoc T618,2612,3185
AMD A8-5500 APU,2611,3186
Snapdragon 835,2610,3187
Intel Atom x7211E,2610,3188
Intel N50,2609,3189
Unisoc ums512,2599,3190
Intel Core i3-7102E @ 2.10GHz,2599,3191
Intel Atom x7213RE,2594,3192
Intel Pentium Silver N5000 @ 1.10GHz,2594,3193
AMD Phenom II X4 B55,2594,3194
Intel Core i3-5157U @ 2.50GHz,2593,3195
"Qualcomm Technologies, Inc SDM670",2589,3196
Intel Core i5-5350U @ 1.80GHz,2587,3197
Intel Core i5-7Y54 @ 1.20GHz,2585,3198
Intel Core i5-7Y57 @ 1.20GHz,2584,3199
Intel Xeon E5450 @ 3.00GHz,2581,3200
MediaTek MT8183,2581,3201
ARM Cortex-A76 4 Core 3400 MHz,2580,3202
ARM Cortex-A76 4 Core 3200 MHz,2579,3203
Intel Xeon E5607 @ 2.27GHz,2578,3204
Intel Celeron G5920 @ 3.50GHz,2577,3205
T610-Unisoc,2575,3206
Intel Xeon X5460 @ 3.16GHz,2571,3207
Intel Core i5-3230M @ 2.60GHz,2569,3208
Intel Core i3-7020U @ 2.30GHz,2569,3209
Intel Xeon X3380 @ 3.16GHz,2568,3210
AMD Athlon II X4 557,2567,3211
Intel Pentium G4400 @ 3.30GHz,2566,3212
Unisoc T612,2564,3213
AMD Phenom II X4 B97,2562,3214
"Qualcomm Technologies, Inc TRINKET-IOT",2559,3215
AMD FX-7600P,2557,3216
Intel Xeon X3370 @ 3.00GHz,2555,3217
Intel Core i5-670 @ 3.47GHz,2553,3218
AMD A8-6500 APU,2553,3219
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,2553,3220
Intel Celeron G4930 @ 3.20GHz,2551,3221
Samsung Exynos 9611,2551,3222
Qualcomm SM4250,2550,3223
AMD Phenom II X4 955,2548,3224
Intel Core i5-750 @ 2.67GHz,2548,3225
Intel Xeon E5520 @ 2.27GHz,2541,3226
Intel Celeron 7305,2539,3227
Intel Pentium Silver N5030 @ 1.10GHz,2539,3228
Intel Core i7-7Y75 @ 1.30GHz,2537,3229
AMD Phenom II X4 B99,2536,3230
Intel Core i5-4310U @ 2.00GHz,2535,3231
ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531,3232
AMD PRO A10-9700B,2530,3233
AMD Athlon II X4 555,2526,3234
QTI QCM4325,2526,3235
Intel Xeon L5530 @ 2.40GHz,2522,3236
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2522,3237
Intel Xeon E3-1220L V2 @ 2.30GHz,2522,3238
AMD A10-9620P,2521,3239
Intel Core i3-4100M @ 2.50GHz,2518,3240
Intel Core2 Quad Q9650 @ 3.00GHz,2515,3241
QTI QCM4290,2512,3242
ARM ARMv8 rev 1 (v8l) 6 Core 1971 MHz,2510,3243
Apple A9X,2505,3244
Intel Core i5-5200U @ 2.20GHz,2503,3245
MediaTek G80 (MT6769V/CT),2498,3246
samsung exynos7885,2496,3247
Intel Xeon L7455 @ 2.13GHz,2494,3248
ARM Cortex-A76 4 Core 3300 MHz,2493,3249
Hisilicon Kirin 955,2491,3250
Intel Core i5-2390T @ 2.70GHz,2491,3251
AMD Athlon II X4 650,2490,3252
Intel Core i7-4500U @ 1.80GHz,2488,3253
AMD Athlon II X4 655,2487,3254
Intel Core i5-4300U @ 1.90GHz,2486,3255
"Qualcomm Technologies, Inc TRINKET",2485,3256
AMD Opteron 8439 SE,2479,3257
ARM Cortex-A76 4 Core 2800 MHz,2477,3258
Intel Core i7-4560U @ 1.60GHz,2473,3259
Intel Core i5-3210M @ 2.50GHz,2468,3260
MediaTek G70 (MT6769V/CB),2467,3261
"Qualcomm Technologies, Inc BENGAL",2467,3262
AMD FX-9800P,2465,3263
AMD Phenom II X4 B50,2464,3264
AMD A8-8600P,2464,3265
Intel Core i7-4650U @ 1.70GHz,2464,3266
AMD Phenom II X4 850,2462,3267
Qualcomm SDM660,2461,3268
Intel Core i3-3250 @ 3.50GHz,2461,3269
MediaTek MT6771V/W,2460,3270
Intel Xeon D-1602 @ 2.50GHz,2459,3271
Intel Celeron N4120 @ 1.10GHz,2457,3272
AMD Phenom II X4 840,2456,3273
Intel Celeron N4100 @ 1.10GHz,2453,3274
Samsung A04S EUR OPEN REV03C board based on EXYNOS,2452,3275
Intel Celeron 7305E,2451,3276
Intel Core i7-2640M @ 2.80GHz,2450,3277
Intel Pentium G3470 @ 3.60GHz,2448,3278
Intel Core i5-5250U @ 1.60GHz,2448,3279
Hisilicon Kirin710,2447,3280
Intel Core i7-3667U @ 2.00GHz,2447,3281
Intel Core i7-4610Y @ 1.70GHz,2446,3282
Intel Core i7-8500Y @ 1.50GHz,2443,3283
Intel Xeon E5606 @ 2.13GHz,2443,3284
"Qualcomm Technologies, Inc SDM660",2439,3285
Intel Celeron G4920 @ 3.20GHz,2435,3286
Intel Core2 Extreme X9650 @ 3.00GHz,2434,3287
AMD Athlon II X4 651 Quad-Core,2433,3288
Intel Core i5-660 @ 3.33GHz,2432,3289
Intel Core m3-7Y30 @ 1.00GHz,2432,3290
Snapdragon 662,2431,3291
Intel Atom C3558 @ 2.20GHz,2431,3292
Qualcomm SDM630,2429,3293
Unisoc UIS7861,2428,3294
AMD Phenom II X4 B95,2427,3295
Intel Core i7-2620M @ 2.70GHz,2426,3296
Intel Xeon X5450 @ 3.00GHz,2426,3297
Intel Core i5-4350U @ 1.40GHz,2425,3298
Intel Xeon X3360 @ 2.83GHz,2424,3299
Samsung Exynos,2423,3300
AMD A8-3850 APU,2421,3301
AMD Phenom II X4 945,2421,3302
T700-Unisoc,2421,3303
AMD A12-9700P,2419,3304
Intel Core i3-3245 @ 3.40GHz,2419,3305
ARM Cortex-A78AE 6 Core 1510 MHz,2418,3306
AMD Athlon II X4 553,2418,3307
AMD Phenom II X4 B35,2417,3308
Intel Xeon L3360 @ 2.83GHz,2412,3309
MT8395AV/ZA,2410,3310
"ARM Phytium,D2000/8 8 Core 2000 MHz",2409,3311
AArch64 rev 2 (aarch64),2409,3312
ARM FTC663 8 Core 0 MHz,2408,3313
"Qualcomm Technologies, Inc SDM665",2407,3314
Intel Pentium G4500T @ 3.00GHz,2399,3315
Intel Core i5-2560M @ 2.70GHz,2397,3316
AMD 3020e,2397,3317
AMD A8-6500B APU,2391,3318
Intel Core i5-661 @ 3.33GHz,2387,3319
ARM Neoverse-N1 3 Core 0 MHz,2385,3320
Apple A8X,2385,3321
Intel Core i7-3517UE @ 1.70GHz,2384,3322
ARM Cortex-A76 4 Core 2700 MHz,2383,3323
Intel Xeon X3363 @ 2.83GHz,2383,3324
Mediatek MT8768N,2382,3325
AMD Opteron 4170 HE,2382,3326
Intel Celeron G4900 @ 3.10GHz,2378,3327
AMD Phenom II X4 977,2377,3328
AMD Athlon II X4 645,2376,3329
MediaTek MT6771V/WT,2374,3330
ARM Kryo-3XX-Gold 8 Core 1766 MHz,2372,3331
Intel Core2 Quad Q9550 @ 2.83GHz,2370,3332
AMD A8-3870K APU,2369,3333
DG1201SLF87HW,2369,3334
ARM - 2 Core 0 MHz,2368,3335
Intel Xeon E5440 @ 2.83GHz,2367,3336
Intel Xeon E5-2403 @ 1.80GHz,2367,3337
AMD Phenom II X4 840T,2367,3338
Intel Core i7-860S @ 2.53GHz,2365,3339
AMD Phenom II X4 940,2363,3340
Intel Atom T5700 @ 1.70GHz,2363,3341
Intel Pentium 6405U @ 2.40GHz,2359,3342
Intel Celeron G5905T @ 3.30GHz,2356,3343
Intel Core i7-3537U @ 2.00GHz,2355,3344
Intel Core i3-3240 @ 3.40GHz,2353,3345
AMD Phenom II X4 960T,2353,3346
MediaTek MT6768V/CA,2353,3347
Intel Core i5-2540M @ 2.60GHz,2350,3348
Intel Core m7-6Y75 @ 1.20GHz,2349,3349
Intel Core i3-6102E @ 1.90GHz,2349,3350
Intel Core2 Extreme X9750 @ 3.16GHz,2348,3351
ARM Cortex-X1 4 Core 1803 MHz,2348,3352
Intel Core m5-6Y57 @ 1.10GHz,2342,3353
AMD Opteron 4130,2342,3354
ARM Cortex-A76 4 Core 2500 MHz,2342,3355
Intel Celeron G3950 @ 3.00GHz,2336,3356
Intel Celeron G3920 @ 2.90GHz,2333,3357
Intel Xeon E5472 @ 3.00GHz,2333,3358
Intel Xeon X5365 @ 3.00GHz,2331,3359
AMD Phenom II X4 B45,2327,3360
ARM Cortex-A76 4 Core 2600 MHz,2327,3361
ARM Cortex-X1 4 Core 0 MHz,2326,3362
Intel Pentium G4400T @ 2.90GHz,2325,3363
Intel Xeon E5-2603 @ 1.80GHz,2325,3364
AMD A10-9600P,2323,3365
Intel Xeon X3430 @ 2.40GHz,2323,3366
Intel Xeon L5520 @ 2.27GHz,2319,3367
"Qualcomm Technologies, Inc SM6125",2317,3368
Intel Atom C2758 @ 2.40GHz,2317,3369
Intel Core i5-4210U @ 1.70GHz,2315,3370
Intel Core i5-4260U @ 1.40GHz,2313,3371
AMD Athlon II X4 641 Quad-Core,2313,3372
AMD PRO A10-8730B,2311,3373
Intel Pentium J4205 @ 1.50GHz,2310,3374
Intel Core i7-4550U @ 1.50GHz,2307,3375
Intel Core i3-2140 @ 3.50GHz,2307,3376
MT6768,2305,3377
AMD Phenom II X4 B70,2303,3378
AMD A10-6700T APU,2299,3379
MT6771V/WL,2299,3380
Intel Core2 Extreme Q6800 @ 2.93GHz,2292,3381
Intel Xeon X3350 @ 2.66GHz,2291,3382
ARM Cortex-A72 4 Core 2208 MHz,2290,3383
Intel Core m5-6Y54 @ 1.10GHz,2288,3384
Intel Celeron G4930T @ 3.00GHz,2287,3385
MediaTek MT6771V/WM,2286,3386
Unisoc ums9230,2285,3387
Mediatek MT8791V/TZA,2284,3388
Intel Pentium 1403 v2 @ 2.60GHz,2284,3389
Intel Xeon X3353 @ 2.66GHz,2283,3390
AMD Opteron 3260 HE,2283,3391
Samsung Exynos 9610,2282,3392
Intel Core i3-3225 @ 3.30GHz,2279,3393
AMD Athlon X4 730,2278,3394
Intel Core i3-6006U @ 2.00GHz,2276,3395
Intel Core i3-3220 @ 3.30GHz,2274,3396
Mediatek MT8768CX,2274,3397
AMD Athlon II X4 640,2272,3398
ARM - 8 Core 2208 MHz,2270,3399
AOSP ranchu,2270,3400
Intel Core i7-940XM @ 2.13GHz,2269,3401
AMD Phenom II X4 925,2264,3402
Intel Xeon E3-1220L @ 2.20GHz,2263,3403
Intel Pentium 4417U @ 2.30GHz,2260,3404
Intel Xeon L5430 @ 2.66GHz,2260,3405
AMD Athlon II X4 638 Quad-Core,2260,3406
Intel Core i5-3427U @ 1.80GHz,2259,3407
Intel Xeon E5430 @ 2.66GHz,2256,3408
Intel Core i5-650 @ 3.20GHz,2256,3409
Intel Pentium 4415U @ 2.30GHz,2256,3410
AMD A10-8700P,2254,3411
"Qualcomm Technologies, Inc BENGAL-IOT",2251,3412
Intel Celeron G3930 @ 2.90GHz,2251,3413
mt6779,2251,3414
AMD Athlon II X4 635,2250,3415
Intel Core2 Extreme Q6850 @ 3.00GHz,2250,3416
MediaTek MT6797X,2248,3417
Intel Core2 Quad Q9500 @ 2.83GHz,2245,3418
Intel Core i5-8200Y @ 1.30GHz,2245,3419
Intel Celeron N6211 @ 1.20GHz,2245,3420
Intel Xeon X5472 @ 3.00GHz,2243,3421
Intel Core i5-2520M @ 2.50GHz,2241,3422
Intel Celeron G4900T @ 2.90GHz,2240,3423
AMD Phenom II X4 B40,2238,3424
Intel Core i7-3555LE @ 2.50GHz,2238,3425
"Qualcomm Technologies, Inc SDM662",2237,3426
Intel Celeron J3455 @ 1.50GHz,2237,3427
Intel Pentium 5405U @ 2.30GHz,2236,3428
Intel Core i3-5020U @ 2.20GHz,2236,3429
MT6769V,2229,3430
MT6969T,2228,3431
Intel Core i3-3210 @ 3.20GHz,2223,3432
ARM Kryo-3XX-Gold 4 Core 1766 MHz,2222,3433
MT6765V/XBA,2220,3434
Intel Celeron G3930TE @ 2.70GHz,2218,3435
AMD Phenom II X4 920,2216,3436
AMD A6-3670 APU,2216,3437
Intel Xeon E5462 @ 2.80GHz,2213,3438
AMD PRO A8-9600B,2209,3439
ARM Cortex-A72 8 Core 2016 MHz,2208,3440
AMD Phenom II X4 973,2204,3441
Intel Core2 Quad Q9450 @ 2.66GHz,2203,3442
AMD PRO A8-8600B,2203,3443
Intel Pentium G3440 @ 3.30GHz,2202,3444
ARM Cortex-A72 4 Core 2016 MHz,2201,3445
"Qualcomm Technologies, Inc SDM636",2200,3446
hi6250,2200,3447
Intel Celeron J3455E @ 1.50GHz,2193,3448
Intel Core i3-21050 @ 3.10GHz,2193,3449
Intel Celeron G5900T @ 3.20GHz,2192,3450
MediaTek G70 (MT6769V/WB),2192,3451
MT6797M,2191,3452
Intel Pentium G4400TE @ 2.40GHz,2190,3453
Intel Atom x7211RE,2188,3454
Allwinner A527,2187,3455
Mediatek MT6765V/WA,2186,3456
Intel Pentium G3450 @ 3.40GHz,2182,3457
QEMU Virtual version 8.2.0,2181,3458
AMD A8-3820 APU,2181,3459
AMD Athlon II X4 630,2180,3460
ARM Cortex-A76 4 Core 2400 MHz,2177,3461
Intel Core i5-4200U @ 1.60GHz,2177,3462
Intel Core2 Quad Q9505 @ 2.83GHz,2176,3463
Intel Atom C2750 @ 2.41GHz,2174,3464
Intel Core m3-6Y30 @ 0.90GHz,2173,3465
Intel Core i5-3437U @ 1.90GHz,2167,3466
AMD PRO A10-8700B,2164,3467
Samsung Exynos 7420,2164,3468
Intel Core2 Quad Q9400 @ 2.66GHz,2160,3469
Intel Pentium N4200 @ 1.10GHz,2159,3470
AMD Phenom II X4 B93,2159,3471
AMD A8-7200P,2158,3472
AMD A8-7690K,2157,3473
Intel Core i3-5010U @ 2.10GHz,2155,3474
Intel Celeron G3900 @ 2.80GHz,2154,3475
"Qualcomm Technologies, Inc SDM460",2153,3476
AMD FirePro A320 APU,2153,3477
Qualcomm SDM439,2151,3478
AMD Phenom II X4 910e,2144,3479
Intel Xeon L5420 @ 2.50GHz,2143,3480
QTI MSM8937,2142,3481
"Qualcomm Technologies, Inc APQ8053",2139,3482
"Qualcomm Technologies, Inc SM4250",2139,3483
"Qualcomm Technologies, Inc MSM8976SG",2139,3484
Intel Core i5-4250U @ 1.30GHz,2138,3485
AMD A10-7400P,2134,3486
MediaTek MT6763V/CE,2130,3487
Intel Atom x6414RE @ 1.50GHz,2128,3488
Common KVM v2,2127,3489
Qualcomm MSM8956,2127,3490
Intel Pentium G3430 @ 3.30GHz,2127,3491
AMD Phenom II X4 820,2125,3492
Intel Pentium 4405U @ 2.10GHz,2124,3493
AMD Athlon II X4 631 Quad-Core,2118,3494
AMD Athlon X4 640,2115,3495
Hardkernel ODROID-N2Plus,2115,3496
Intel Pentium G3460 @ 3.50GHz,2114,3497
"Qualcomm Technologies, Inc SDM632",2112,3498
Intel Core i7-3517U @ 1.90GHz,2108,3499
AMD Phenom II X4 B25,2108,3500
Intel Pentium G3440T @ 2.80GHz,2107,3501
AMD Phenom II X4 830,2104,3502
Intel Pentium G3260 @ 3.30GHz,2103,3503
Intel Xeon X3330 @ 2.66GHz,2102,3504
Intel Core i7-640M @ 2.80GHz,2099,3505
AMD 3015Ce,2099,3506
AMD A6-3650 APU,2098,3507
Samsung Exynos 850,2097,3508
Intel Pentium G2140 @ 3.30GHz,2095,3509
Intel Core2 Quad Q6700 @ 2.66GHz,2093,3510
Samsung Exynos7870,2093,3511
AMD Opteron 1385,2089,3512
Intel Core i5-3337U @ 1.80GHz,2088,3513
ARM Cortex-A72 4 Core 0 MHz,2088,3514
Intel Xeon X3320 @ 2.50GHz,2082,3515
Intel Core i3-3240T @ 2.90GHz,2082,3516
Intel Core i3-2125 @ 3.30GHz,2082,3517
AMD Opteron 1389,2079,3518
Intel Core2 Quad Q8400 @ 2.66GHz,2079,3519
Intel Core i5-2450M @ 2.50GHz,2079,3520
AMD Opteron 2384,2074,3521
Apple A9,2074,3522
Intel Core i7-610E @ 2.53GHz,2071,3523
Intel Atom x7-E3950 @ 1.60GHz,2071,3524
Intel Core i3-2130 @ 3.40GHz,2066,3525
MT6765H,2065,3526
QTI MSM8953,2065,3527
Intel Pentium G3258 @ 3.20GHz,2061,3528
AMD Opteron 3250 HE,2061,3529
SAMSUNG Exynos7420,2061,3530
AMD Opteron 4162 EE,2058,3531
Mediatek MT6765H,2058,3532
Intel Xeon X3230 @ 2.66GHz,2052,3533
Intel Celeron 6305 @ 1.80GHz,2052,3534
AMD A8-3800 APU,2051,3535
rk3399,2046,3536
AMD A10-5750M APU,2045,3537
Intel Xeon E5420 @ 2.50GHz,2044,3538
MediaTek MT8768CT,2042,3539
Intel Xeon X5355 @ 2.66GHz,2039,3540
ARM - 6 Core 1800 MHz,2039,3541
AMD Phenom II X4 810,2036,3542
Intel Pentium G3460T @ 3.00GHz,2036,3543
Intel Celeron G3900E @ 2.40GHz,2034,3544
Intel Xeon E5410 @ 2.33GHz,2032,3545
Intel Core i5-2435M @ 2.40GHz,2031,3546
Intel Xeon X3323 @ 2.50GHz,2030,3547
Intel Core i3-2102 @ 3.10GHz,2029,3548
Intel Core i7-840QM @ 1.87GHz,2027,3549
Intel Xeon E7- 2830 @ 2.13GHz,2027,3550
MT8169A,2025,3551
Intel Celeron G3930T @ 2.70GHz,2023,3552
Intel Core i3-4330TE @ 2.40GHz,2022,3553
Giada JHS558 (Android),2022,3554
Intel Celeron 6305E @ 1.80GHz,2021,3555
Intel Pentium G3420 @ 3.20GHz,2021,3556
Intel Core i5-3317U @ 1.70GHz,2019,3557
AMD Athlon II X4 615e,2018,3558
Intel Core i5-2430M @ 2.40GHz,2017,3559
Intel Core i5-655K @ 3.20GHz,2017,3560
Intel Core M-5Y51 @ 1.10GHz,2015,3561
Intel Core i7-920XM @ 2.00GHz,2014,3562
AMD Phenom II X4 905e,2014,3563
Intel Core2 Quad Q9300 @ 2.50GHz,2012,3564
Intel Core i3-5005U @ 2.00GHz,2011,3565
Intel Core2 Extreme Q9200 @ 2.40GHz,2011,3566
Intel Pentium G3250 @ 3.20GHz,2010,3567
AMD Athlon II X4 620,2009,3568
Intel Core i3-5015U @ 2.10GHz,2005,3569
MediaTek MT8768WT,2003,3570
AMD Phenom II X4 805,2001,3571
Intel Core i7-2655LE @ 2.20GHz,1999,3572
AMD Opteron 2427,1995,3573
ARM Neoverse-V2 2 Core 0 MHz,1995,3574
AMD A10-5757M APU,1994,3575
ARM Neoverse-N2 2 Core 0 MHz,1987,3576
Intel Core i5-580M @ 2.67GHz,1987,3577
AMD A8-6500T APU,1983,3578
Intel Core i7-620M @ 2.67GHz,1980,3579
Intel Core i3-2120 @ 3.30GHz,1980,3580
Intel Celeron N3450 @ 1.10GHz,1979,3581
Mediatek MT8768CA,1978,3582
"Qualcomm Technologies, Inc 450",1978,3583
Intel Celeron N4505 @ 2.00GHz,1976,3584
Intel Xeon X3220 @ 2.40GHz,1973,3585
Intel Core i7-3689Y @ 1.50GHz,1967,3586
AMD Athlon II X3 460,1965,3587
AMD Athlon II X4 605e,1964,3588
Intel Core M-5Y71 @ 1.20GHz,1964,3589
Intel Xeon E5506 @ 2.13GHz,1961,3590
AMD Athlon II X4 610e,1959,3591
Intel Core i5-2410M @ 2.30GHz,1957,3592
Intel Core i5-3439Y @ 1.50GHz,1957,3593
Mediatek MT8768,1957,3594
Intel Core i3-3220T @ 2.80GHz,1955,3595
Intel Core i3-4025U @ 1.90GHz,1954,3596
Allwinner h728,1953,3597
Intel Atom E3900 @ 1.60GHz,1953,3598
"Qualcomm Technologies, Inc QCS610",1949,3599
ARM Cortex-A76 2 Core 0 MHz,1949,3600
Intel Core i3-4120U @ 2.00GHz,1948,3601
AMD A10-4600M APU,1947,3602
AMD Phenom 9850B Quad-Core,1946,3603
Intel Core i5-2415M @ 2.30GHz,1942,3604
MT6757W,1941,3605
"Qualcomm Technologies, Inc SDM630",1939,3606
AMD Athlon II X3 455,1938,3607
Virtual @ 2.39GHz,1936,3608
Intel Xeon X6550 @ 2.00GHz,1936,3609
Intel Xeon E5603 @ 1.60GHz,1935,3610
Intel Pentium G3240 @ 3.10GHz,1934,3611
MT6765V/WB,1931,3612
Intel Core i3-4100U @ 1.80GHz,1926,3613
AMD FX-7500 APU,1925,3614
MediaTek MT6765V/CB,1924,3615
AMD PRO A6-8570,1918,3616
AMD Opteron 3320 EE,1918,3617
Intel Pentium G2130 @ 3.20GHz,1918,3618
ARM Cortex-A76 8 Core 0 MHz,1917,3619
Unisoc L3,1916,3620
Intel Core2 Quad Q8300 @ 2.50GHz,1916,3621
MT6765,1916,3622
Intel Celeron N6210 @ 1.20GHz,1915,3623
Intel Celeron G1850 @ 2.90GHz,1915,3624
Intel Core2 Extreme Q9300 @ 2.53GHz,1912,3625
MT8768CA,1912,3626
Intel Pentium G3420T @ 2.70GHz,1912,3627
AMD Opteron X2170 APU,1911,3628
Allwinner A523,1910,3629
Intel Atom C3538 @ 2.10GHz,1910,3630
Intel Celeron G3900T @ 2.60GHz,1909,3631
P22,1908,3632
Intel Core i5-4422E @ 1.80GHz,1907,3633
Intel Core i3-3130M @ 2.60GHz,1906,3634
AMD Athlon 5370 APU,1906,3635
AMD Phenom II X4 B05e,1906,3636
Intel Core M-5Y10c @ 0.80GHz,1905,3637
Intel Core M-5Y10a @ 0.80GHz,1905,3638
Intel Xeon E5507 @ 2.27GHz,1905,3639
Intel Pentium G3450T @ 2.90GHz,1904,3640
MediaTek MT6797,1903,3641
Intel Core i7-2637M @ 1.70GHz,1903,3642
AMD Opteron 2419 EE,1902,3643
Welcome SC9863A,1897,3644
HiSilicon Kirin 659,1893,3645
Intel Core i5-560M @ 2.67GHz,1893,3646
Intel Core M-5Y31 @ 0.90GHz,1891,3647
AMD A6-3620 APU,1891,3648
Intel Core M-5Y70 @ 1.10GHz,1890,3649
Intel Pentium G3220 @ 3.00GHz,1889,3650
Intel Core i5-2510E @ 2.50GHz,1884,3651
AMD Phenom 9950 Quad-Core,1884,3652
AMD PRO A6-8550B,1882,3653
Intel Core i7-2677M @ 1.80GHz,1882,3654
Intel Core i5-2515E @ 2.50GHz,1882,3655
AMD A6-9500,1876,3656
Intel Pentium G3260T @ 2.90GHz,1876,3657
Intel Pentium G2120 @ 3.10GHz,1876,3658
Intel Core i3-4158U @ 2.00GHz,1874,3659
AMD PRO A6-9500,1873,3660
Intel Core i3-4030U @ 1.90GHz,1873,3661
Intel Xeon E5345 @ 2.33GHz,1868,3662
AMD Athlon II X3 450,1865,3663
AMD Opteron 2378,1864,3664
AMD A10 PRO-7350B APU,1862,3665
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862,3666
Intel Core i3-4110U @ 1.90GHz,1860,3667
Intel Core i3-2100 @ 3.10GHz,1859,3668
Samsung Exynos 7904,1854,3669
Intel Core i5-4230U @ 1.90GHz,1853,3670
Intel Xeon L5410 @ 2.33GHz,1853,3671
Intel Pentium 1403 @ 2.60GHz,1851,3672
ARM Cortex-A53 6 Core 1896 MHz,1851,3673
Intel Celeron G3900TE @ 2.30GHz,1850,3674
Intel Core i3-4100E @ 2.40GHz,1848,3675
Samsung Exynos 7885,1847,3676
MediaTek MT6765V/CA,1847,3677
AMD Phenom 9750 Quad-Core,1846,3678
Intel Core i3-2105 @ 3.10GHz,1846,3679
Intel Core i3-2310E @ 2.10GHz,1845,3680
Intel Core i7-740QM @ 1.73GHz,1844,3681
AMD Phenom II X3 B77,1844,3682
AMD Phenom 9600B Quad-Core,1842,3683
Intel Core2 Quad Q6600 @ 2.40GHz,1842,3684
AMD Phenom II X4 910,1840,3685
"Qualcomm Technologies, Inc MSM8953",1839,3686
Unisoc T603,1835,3687
Intel Atom C3508 @ 1.60GHz,1831,3688
AMD A8-5557M APU,1831,3689
MT6763V/CT,1831,3690
AMD Opteron 2356,1829,3691
"Qualcomm Technologies, Inc MSM8976",1826,3692
Virtual @ 2.32GHz,1826,3693
Samsung Exynos 7880,1825,3694
AMD Phenom II X4 B15e,1825,3695
